"id","category_id","category","name","manufacturer","url","min_price","max_price","average_rating","review_count","review_tags","review_rating_distribution","review_platform_distribution","price_trend","specifications","conformity_certification","safety_certification","product_code","updated_at","unit_price"
149,4,홈 > 식품/유아/완구 > 유아의류/신발/도서 > 신생아의류 > 손싸개/발싸개,해피랜드F&C 압소바 베어디손싸개 A1A-11203 출산 태교 축하상품,해피랜드F&C,https://prod.danawa.com/info/?pcode=100763117&cate=16349178,8930,9410,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.25"", ""price"": 8750, ""period"": ""1개월""}, {""date"": ""25.11.25"", ""price"": 8750, ""period"": ""3개월""}, {""date"": ""25.11.25"", ""price"": 8750, ""period"": ""6개월""}, {""date"": ""25.11.25"", ""price"": 8750, ""period"": ""12개월""}, {""date"": ""25.11.25"", ""price"": 8750, ""period"": ""24개월""}]","{""품목"": {""손/발싸개"": true, ""신생아의류"": true, ""유아동의류/잡화/도서"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""해피랜드F&C"", ""등록년월"": ""2025년 11월"", ""제조회사"": ""해피랜드F&C""}",,,"100763117",2025-11-28 08:44:24.614,
1090,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,경신코리아 KSK 09 겨울 작업복 방한복 단체복 남여공용 잠바 자켓,,https://prod.danawa.com/info/?pcode=26478386&cate=16349256,28470,57900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 28470, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 28470, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 28470, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 28120, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 28120, ""period"": ""24개월""}]","{""품목"": {""임산부복"": true, ""신생아완구/젖병"": true, ""임부복/임부속옷"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2020년 08월""}",,,"26478386",2025-11-28 08:52:23.595,
1091,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,남영비비안 판도라 by비비안 임산부용 수유 몰드브라 A컵 pbr1968,남영비비안 판도라,https://prod.danawa.com/info/?pcode=26637851&cate=16349256,3686,3830,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""CJ온스타일"": 1}","[{""date"": ""25.11.04"", ""price"": 3550, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 3239, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 3133, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 3133, ""period"": ""12개월""}, {""date"": ""25.09"", ""price"": 3133, ""period"": ""24개월""}]","{""품목"": {""임부속옷"": true, ""임산부복"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""남영비비안 판도라"", ""등록년월"": ""2021년 06월"", ""제조회사"": ""남영비비안 판도라""}",,,"26637851",2025-11-28 08:53:53.949,
1092,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,러브핑코 캐릭터배워머 FREE 퍼플,러브핑코,https://prod.danawa.com/info/?pcode=29969402&cate=16349256,8900,8900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.11"", ""price"": 7900, ""period"": ""1개월""}, {""date"": ""11.11"", ""price"": 7900, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 7900, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 7900, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 7900, ""period"": ""24개월""}]","{""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""러브핑코"", ""등록년월"": ""2022년 12월"", ""제조회사"": ""러브핑코""}",,,"29969402",2025-11-28 08:56:32.332,
1093,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,프라하우스 프라하우스 임부 순면팬티 3개 세트 PT202,프라하우스,https://prod.danawa.com/info/?pcode=26468855&cate=16349256,13750,20210,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""옥션"": 1}","[{""date"": ""25.11.04"", ""price"": 13750, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 13750, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 13750, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 13750, ""period"": ""12개월""}, {""date"": ""25.07"", ""price"": 13750, ""period"": ""24개월""}]","{""품목"": {""임부속옷"": true, ""임산부복"": true, ""신생아완구/젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""프라하우스"", ""등록년월"": ""2021년 10월"", ""제조회사"": ""프라하우스""}",,,"26468855",2025-11-28 08:58:01.003,
1094,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,퍼기 유아용 실리콘 멀티 스트랩 홀더 롱 52cm 1개 토프브라운,퍼기,https://prod.danawa.com/info/?pcode=47245466&cate=16349256,6000,6000,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 6000, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 5580, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 5580, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 5580, ""period"": ""12개월""}, {""date"": ""24.06"", ""price"": 5000, ""period"": ""24개월""}]","{""품목"": {""출산/육아용품"": true, ""임부/신생아용품"": true, ""임부복/임부속옷"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""퍼기"", ""등록년월"": ""2024년 02월"", ""제조회사"": ""퍼기""}",,,"47245466",2025-11-28 09:00:38.982,
1095,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,바비즈코리아 마더스베이비 원터치밤부라이트수유브라_MB22RAB01,바비즈코리아,https://prod.danawa.com/info/?pcode=26626529&cate=16349256,14076,19000,4.60,14,"{사이즈,수유,출산,브라,임신,만족,가격,가슴,불편,넉넉,소재,재질,편안,만삭,색상,추천}","{""1"": 0, ""2"": 0, ""3"": 2, ""4"": 1, ""5"": 11}","{""AK몰"": 1, ""SSG.COM"": 3, ""11번가"": 3, ""롯데ON"": 7}","[{""date"": ""25.11.04"", ""price"": 13464, ""period"": ""1개월""}, {""date"": ""09.23"", ""price"": 13300, ""period"": ""3개월""}, {""date"": ""25.09"", ""price"": 13300, ""period"": ""6개월""}, {""date"": ""25.09"", ""price"": 13300, ""period"": ""12개월""}, {""date"": ""25.09"", ""price"": 13300, ""period"": ""24개월""}]","{""품목"": {""임부속옷"": true, ""임산부복"": true, ""신생아완구/젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""바비즈코리아"", ""등록년월"": ""2022년 08월"", ""제조회사"": ""바비즈코리아""}",,,"26626529",2025-11-28 09:02:15.533,
1096,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,서울양말 수면 잠옷 겨울 극세사 무지 밍크세트 이지웨어,서울양말,https://prod.danawa.com/info/?pcode=53525072&cate=16349256,8980,10900,4.50,10,"{넉넉,색상,디자인,세탁,여름,따뜻,촉감,리원,패드,길이}","{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 7}","{""GS샵"": 8, ""롯데ON"": 2}","[{""date"": ""현재"", ""price"": 8980, ""period"": ""1개월""}, {""date"": ""현재"", ""price"": 8980, ""period"": ""3개월""}, {""date"": ""현재"", ""price"": 8980, ""period"": ""6개월""}, {""date"": ""현재"", ""price"": 8980, ""period"": ""12개월""}, {""date"": ""현재"", ""price"": 8980, ""period"": ""24개월""}]","{""품목"": {""임부/신생아용품"": true, ""임부복/임부속옷"": true, ""젖병/출산/육아용품"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""서울양말"", ""등록년월"": ""2023년 12월"", ""제조회사"": ""서울양말""}",,,"53525072",2025-11-28 09:03:47.410,
1097,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,아빈나 메쉬 3중 임산부 허리복대 허리보호대 임부복대 산모,아빈나,https://prod.danawa.com/info/?pcode=26463974&cate=16349256,10040,19900,4.20,4,{},"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 1, ""5"": 2}","{""옥션"": 1, ""G마켓"": 1, ""11번가"": 2}","[{""date"": ""현재"", ""price"": 10040, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 9000, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 8000, ""period"": ""6개월""}, {""date"": ""25.05"", ""price"": 8000, ""period"": ""12개월""}, {""date"": ""25.05"", ""price"": 8000, ""period"": ""24개월""}]","{""품목"": {""수유복"": true, ""임산부복"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""아빈나"", ""등록년월"": ""2020년 06월"", ""제조회사"": ""아빈나""}",,,"26463974",2025-11-28 09:05:20.338,
1098,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,맘스데이 임산부 산전복대 산후복대,맘스데이,https://prod.danawa.com/info/?pcode=26460575&cate=16349256,22680,33830,4.80,16,"{사이즈,임신,만족,저렴,가격,불편,넉넉,착용,속옷,임산부,편안,만삭,허리,가격대비,답답,임부}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 14}","{""옥션"": 2, ""G마켓"": 5, ""11번가"": 4, ""홈&쇼핑"": 1, ""인터파크"": 2, ""CJ온스타일"": 2}","[{""date"": ""25.11.04"", ""price"": 22380, ""period"": ""1개월""}, {""date"": ""09.30"", ""price"": 20670, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 18490, ""period"": ""6개월""}, {""date"": ""25.06"", ""price"": 18490, ""period"": ""12개월""}, {""date"": ""25.06"", ""price"": 18490, ""period"": ""24개월""}]","{""품목"": {""임부속옷"": true, ""임산부복"": true, ""신생아완구,젖병"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""맘스데이"", ""등록년월"": ""2020년 07월"", ""제조회사"": ""맘스데이""}",,,"26460575",2025-11-28 09:06:57.806,
1149,4,홈 > 식품/유아/완구 > 유모차/카시트/외출 > 카시트용품 > 기타 카시트용품,차량용 안전벨트 락킹클립 카시트고정,,https://prod.danawa.com/info/?pcode=26557292&cate=16354844,2800,2800,5.00,2,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""옥션"": 1, ""G마켓"": 1}","[{""date"": ""25.11.18"", ""price"": 2690, ""period"": ""1개월""}, {""date"": ""09.16"", ""price"": 2690, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 2660, ""period"": ""6개월""}, {""date"": ""25.04"", ""price"": 2470, ""period"": ""12개월""}, {""date"": ""25.04"", ""price"": 2470, ""period"": ""24개월""}]","{""품목"": {""카시트용품"": true, ""출산/육아용품"": true, ""기타 카시트용품"": true}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""등록년월"": ""2020년 09월""}",,,"26557292",2025-11-28 10:56:13.549,
1099,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임부복/임부속옷,실타래 크리비아 임부용 면기모 9부 레깅스 CLG4929P,실타래,https://prod.danawa.com/info/?pcode=20814287&cate=16349256,7990,9510,4.40,19,"{사이즈,출산,임신,만족,저렴,가격,불편,팬티,넉넉,착용,소재,재질,임산부,편안,만삭,허리}","{""1"": 0, ""2"": 2, ""3"": 0, ""4"": 4, ""5"": 13}","{""GS샵"": 12, ""G마켓"": 1, ""롯데ON"": 2, ""위메프"": 1, ""CJ온스타일"": 2, ""이마트인터넷쇼핑몰"": 1}","[{""date"": ""현재"", ""price"": 7990, ""period"": ""1개월""}, {""date"": ""현재"", ""price"": 7990, ""period"": ""3개월""}, {""date"": ""현재"", ""price"": 7990, ""period"": ""6개월""}, {""date"": ""현재"", ""price"": 7990, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 7220, ""period"": ""24개월""}]","{""품목"": {""품목"": ""레깅스""}, ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""실타래"", ""등록년월"": ""2017년 08월"", ""제조회사"": ""실타래""}",,,"20814287",2025-11-28 09:08:37.992,
1100,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,아모레퍼시픽 일리윤 튼살 크림 330ml (1개),아모레퍼시픽,https://prod.danawa.com/info/?pcode=18971984&cate=16349387,22800,34380,4.80,447,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,향기,추천}","{""1"": 0, ""2"": 0, ""3"": 10, ""4"": 63, ""5"": 374}","{""옥션"": 5, ""G마켓"": 72, ""SSG.COM"": 10, ""신세계몰"": 2, ""신세계라이브쇼핑"": 3, ""이마트인터넷쇼핑몰"": 8}","[{""date"": ""현재"", ""price"": 22800, ""period"": ""1개월""}, {""date"": ""현재"", ""price"": 22800, ""period"": ""3개월""}, {""date"": ""현재"", ""price"": 22800, ""period"": ""6개월""}, {""date"": ""현재"", ""price"": 22800, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 22696, ""period"": ""24개월""}]","{""분류"": ""바디크림"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""아모레퍼시픽"", ""등록년월"": ""2023년 02월"", ""용기형태"": ""펌프형"", ""제조회사"": ""아모레퍼시픽"", ""제품특성"": {""저자극"": true}, ""기능성인증"": {""튼살완화"": true}}",,,"18971984",2025-11-28 09:11:00.598,"691원/10ml"
1101,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,클라랑스 토닉 바디 트리트먼트 오일 100ml (1개),클라랑스,https://prod.danawa.com/info/?pcode=3916716&cate=16349387,64500,81900,4.80,853,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,향기,추천}","{""1"": 4, ""2"": 2, ""3"": 12, ""4"": 45, ""5"": 790}","{""GS샵"": 1, ""옥션"": 1, ""SSG.COM"": 59, ""11번가"": 3, ""롯데ON"": 6, ""현대Hmall"": 2, ""신세계몰"": 16, ""인터파크"": 7, ""CJ온스타일"": 5}","[{""date"": ""25.11.04"", ""price"": 62470, ""period"": ""1개월""}, {""date"": ""10.14"", ""price"": 58610, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 56395, ""period"": ""6개월""}, {""date"": ""25.06"", ""price"": 52700, ""period"": ""12개월""}, {""date"": ""24.02"", ""price"": 44110, ""period"": ""24개월""}]","{""분류"": ""바디오일"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""클라랑스"", ""등록년월"": ""2017년 02월"", ""용기형태"": ""캡형"", ""제조회사"": ""클라랑스""}",,,"3916716",2025-11-28 09:13:21.586,"6,450원/10ml"
1102,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,비오템 비오베르제뛰르 튼살 완화 크림 400ml (1개),비오템,https://prod.danawa.com/info/?pcode=15941564&cate=16349387,65230,73310,4.90,2110,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,향기,추천}","{""1"": 8, ""2"": 2, ""3"": 17, ""4"": 85, ""5"": 1998}","{""G마켓"": 3, ""SSG.COM"": 44, ""11번가"": 3, ""현대Hmall"": 5, ""신세계몰"": 40, ""CJ온스타일"": 3, ""롯데홈쇼핑"": 1, ""이마트인터넷쇼핑몰"": 1}","[{""date"": ""25.11.04"", ""price"": 49050, ""period"": ""1개월""}, {""date"": ""10.21"", ""price"": 43170, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 41829, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 41829, ""period"": ""12개월""}, {""date"": ""25.07"", ""price"": 41829, ""period"": ""24개월""}]","{""분류"": ""바디크림"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""비오템"", ""등록년월"": ""2021년 12월"", ""용기형태"": ""펌프형"", ""제조회사"": ""비오템"", ""제품특성"": {""파라벤프리"": true}, ""기능성인증"": {""튼살완화"": true}}",,,"15941564",2025-11-28 09:15:44.073,"1,631원/10ml"
1103,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,버츠비 버츠비 마마 기프트 팩 세트,버츠비,https://prod.danawa.com/info/?pcode=41409854&cate=16349387,22610,74100,4.70,594,"{가격,선물,촉촉,만족,피부,피부,건조,촉촉,만족,건조,저렴,로션,보습,얼굴,아이,겨울}","{""1"": 2, ""2"": 1, ""3"": 7, ""4"": 94, ""5"": 490}","{""옥션"": 16, ""G마켓"": 64, ""11번가"": 2, ""롯데ON"": 1, ""무신사"": 2, ""CJ온스타일"": 10, ""롯데홈쇼핑"": 5}","[{""date"": ""25.11.04"", ""price"": 22610, ""period"": ""1개월""}, {""date"": ""09.30"", ""price"": 22610, ""period"": ""3개월""}, {""date"": ""25.08"", ""price"": 21330, ""period"": ""6개월""}, {""date"": ""25.03"", ""price"": 20400, ""period"": ""12개월""}, {""date"": ""25.03"", ""price"": 20400, ""period"": ""24개월""}]","{""분류"": ""바디세트"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""manufacturer"": ""버츠비"", ""등록년월"": ""2022년 07월"", ""제조회사"": ""버츠비""}",,,"41409854",2025-11-28 09:18:05.081,
1104,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,파머스 이치스킨 수딩 오일 150ml (1개),파머스,https://prod.danawa.com/info/?pcode=11429331&cate=16349387,12730,16300,4.90,49,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,추천,용량}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 46}","{""G마켓"": 1, ""11번가"": 17, ""롯데ON"": 18, ""홈&쇼핑"": 6, ""현대Hmall"": 5, ""신세계몰"": 2}","[{""date"": ""25.11.04"", ""price"": 12660, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 12660, ""period"": ""3개월""}, {""date"": ""25.07"", ""price"": 12146, ""period"": ""6개월""}, {""date"": ""25.07"", ""price"": 12146, ""period"": ""12개월""}, {""date"": ""25.07"", ""price"": 12146, ""period"": ""24개월""}]","{""분류"": ""바디오일"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""파머스"", ""등록년월"": ""2020년 05월"", ""용기형태"": ""스프레이형"", ""제조회사"": ""파머스""}",,,"11429331",2025-11-28 09:20:02.994,
1105,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,아방가드로 민들레 글리 메디 크림 120ml (1개),아방가드로,https://prod.danawa.com/info/?pcode=1680341&cate=16349387,4560,4560,4.60,36,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,추천,용량}","{""1"": 0, ""2"": 0, ""3"": 3, ""4"": 5, ""5"": 28}","{""옥션"": 14, ""G마켓"": 7, ""11번가"": 10, ""인터파크"": 5}","[{""date"": ""25.11.04"", ""price"": 4560, ""period"": ""1개월""}, {""date"": ""09.09"", ""price"": 4560, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 4560, ""period"": ""6개월""}, {""date"": ""24.12"", ""price"": 4550, ""period"": ""12개월""}, {""date"": ""24.06"", ""price"": 3570, ""period"": ""24개월""}]","{""분류"": ""바디크림"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""아방가드로"", ""등록년월"": ""2012년 05월"", ""용기형태"": ""튜브형"", ""제조회사"": ""아방가드로""}",,,"1680341",2025-11-28 09:21:52.801,
1106,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,아모레퍼시픽 프리메라 더 릴리프 크림 포 스트레치 마크 200ml (1개),아모레퍼시픽,https://prod.danawa.com/info/?pcode=7181125&cate=16349387,32770,59060,4.70,439,"{저렴,가격,만족,피부,촉촉,건조,로션,보습,크림,겨울,바디로션,보습력,아이,세타필,향기,추천}","{""1"": 3, ""2"": 0, ""3"": 12, ""4"": 56, ""5"": 368}","{""AK몰"": 2, ""GS샵"": 2, ""옥션"": 10, ""G마켓"": 26, ""SSG.COM"": 21, ""11번가"": 24, ""롯데ON"": 4, ""위메프"": 1, ""현대Hmall"": 3, ""신세계몰"": 3, ""롯데백화점"": 2, ""롯데홈쇼핑"": 2}","[{""date"": ""25.11.04"", ""price"": 24150, ""period"": ""1개월""}, {""date"": ""10.28"", ""price"": 24150, ""period"": ""3개월""}, {""date"": ""25.10"", ""price"": 24150, ""period"": ""6개월""}, {""date"": ""25.02"", ""price"": 23700, ""period"": ""12개월""}, {""date"": ""24.01"", ""price"": 13970, ""period"": ""24개월""}]","{""분류"": ""바디크림"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""아모레퍼시픽"", ""등록년월"": ""2019년 02월"", ""용기형태"": ""튜브형"", ""제조회사"": ""아모레퍼시픽"", ""기능성인증"": {""튼살완화"": true}}",,,"7181125",2025-11-28 09:24:16.071,
1107,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,튼튼맘스 양배추 가슴팩 28g (8매),튼튼맘스,https://prod.danawa.com/info/?pcode=77054873&cate=16349387,18900,18900,,,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{}","[{""date"": ""25.11.04"", ""price"": 16060, ""period"": ""1개월""}, {""date"": ""11.04"", ""price"": 16060, ""period"": ""3개월""}, {""date"": ""25.11"", ""price"": 16060, ""period"": ""6개월""}, {""date"": ""25.11"", ""price"": 16060, ""period"": ""12개월""}, {""date"": ""25.11"", ""price"": 16060, ""period"": ""24개월""}]","{""분류"": ""시트마스크팩"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""튼튼맘스"", ""등록년월"": ""2018년 09월"", ""제조회사"": ""튼튼맘스""}",,,"77054873",2025-11-28 09:26:55.077,
1108,4,홈 > 식품/유아/완구 > 젖병/출산/육아용품 > 출산/신생아용품 > 임산부화장품,네오팜 아토팜 MLE 로션 펌프형(구) 300ml (1개),네오팜,https://prod.danawa.com/info/?pcode=41409569&cate=16349387,29750,45560,5.00,1,{},"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""현대Hmall"": 1}","[{""date"": ""25.11.04"", ""price"": 29000, ""period"": ""1개월""}, {""date"": ""10.07"", ""price"": 28000, ""period"": ""3개월""}, {""date"": ""25.06"", ""price"": 28000, ""period"": ""6개월""}, {""date"": ""25.04"", ""price"": 28000, ""period"": ""12개월""}, {""date"": ""24.10"", ""price"": 26000, ""period"": ""24개월""}]","{""분류"": ""로션"", ""KC인증"": {""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}, ""사용자"": ""임산부용"", ""manufacturer"": ""네오팜"", ""등록년월"": ""2009년 01월"", ""제조회사"": ""네오팜""}",,,"41409569",2025-11-28 09:28:27.075,
